ExperimentName,Subject,Block,list,Procedure[Block],cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,pword8.RESP,pword8.RT,pword9.RESP,pword9.RT,Procedure[Trial]
RL_JOL C,83.5,1,,BlockProc1,Behavior-Social,,9,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Deaf-Mute,,2,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Chime-Music,,8,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Hinge-Swing,,5,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Chocolate-Bar,,7,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Fashion-Model,,10,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Aardvark-Zoo,,1,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Ham-Bone,,3,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Disbelieve-Skeptic,,6,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,,BlockProc1,Paddle-Row,,4,,,,,,,,,,,,Practice1
RL_JOL C,83.5,1,3,BlockProc1,Shrimp - Fish,,4,,,,,,,,,,,,StudyProc1
RL_JOL C,83.5,1,3,BlockProc1,Snow - Ice,,3,,,,,,,,,,,,StudyProc1
RL_JOL C,83.5,1,3,BlockProc1,Member - Group,,5,,,,,,,,,,,,StudyProc1
RL_JOL C,83.5,1,3,BlockProc1,Curtain - Drapes,,2,,,,,,,,,,,,StudyProc1
RL_JOL C,83.5,1,3,BlockProc1,Haircut-Scissors,,1,,,,,,,,,,,,StudyProc1
RL_JOL C,83.5,1,3,BlockProc1,Waste - Dump,S,44,50,12597,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Belt - Soon,U,65,0,17043,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Bar - Grill,S,47,50,8104,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Business - Death,U,67,10,6146,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Toilet - Bathroom,S,53,688,7411,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Liver - Kidney,S,48,0,23457,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Bee - Honey,S,58,78,6196,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Sacking -Dietary,U,62,15,6907,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Design - Architecture,S,46,50,11613,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Jury - Trial,S,45,65,7075,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Sick - Hide,U,79,25,7790,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Future - Past,S,56,90,6917,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Site - Location,S,43,65,8471,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Decision - Choise,S,57,50,22907,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Car - Happy,U,72,50,14748,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Vase - King,U,80,10,7020,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Cheese - Wine,S,52,50,6658,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Riddle - Sugar,U,76,17,24286,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Add - Valley,U,77,13,6176,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Assignment - Due,S,41,87,6247,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Foot - Shoe,S,55,80,6196,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Hungry - Park,U,63,90,7747,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Child - Baby,S,59,80,6436,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Bronze - Artery,U,69,0,21241,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Lion - Art,U,74,0,5829,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Amount - Number,S,42,50,7042,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Accident - Strong,U,75,10,5695,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Wind - Blow,S,50,64,6482,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Soda - Pop,S,51,90,6606,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Tuck - Allow,U,73,10,4612,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Position - Machine,U,71,11,5202,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Hand - Fix,U,70,90,4561,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,End - Begin,S,49,25,13865,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Sight - Debate,U,68,14,5205,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Clutter - Pusher,U,61,12,6083.5,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Round - Circle,S,60,90,6551,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Woman - Lift,U,64,75,8744,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Floor - Discover,U,66,10,3496,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Salad - Lettuce,S,54,90,4444,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Would - Cash,U,78,10,4896,,,,,,,,,,StudyProc3
RL_JOL C,83.5,1,3,BlockProc1,Division - Math,B,28,,,,,,,,85,7040,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Bird - Swan,F,9,,,,,,,,80,8733,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Attire - Clothes,B,38,,,,,,,,75,7752,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Drowsy - Sleep,B,36,,,,,,,,65,9023,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Word - Sentence,B,26,,,,,,,,76,5884,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Cow - Herd,F,17,,,,,,,,75,13399,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Plant - Root,F,8,,,,,,,,65,8623,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Sip - Drink,B,22,,,,,,,,90,3803,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Chili - Hot,B,32,,,,,,,,85,4714,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Attorney - Law,B,29,,,,,,,,90,6876,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Seize - Take,B,24,,,,,,,,90,6639,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Card - Credit,F,18,,,,,,,,75,6820,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Blaze - Fire,B,40,,,,,,,,85,5858,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Rock - Geology,F,14,,,,,,,,75,13510,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Growth - Height,B,25,,,,,,,,75,5256,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Out - Way,F,11,,,,,,,,10,6268,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Water - Bridge,F,13,,,,,,,,89,5128,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Cold - Bitter,F,7,,,,,,,,56,583.53,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Cave - Dark,B,23,,,,,,,,90,3943,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Wasp - Bug,B,27,,,,,,,,55,5136,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Flower - Orchid,F,19,,,,,,,,76,7234,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,News - Editor,F,5,,,,,,,,65,9591,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Fantastic - Great,B,30,,,,,,,,76,6397,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Stomach - Digestion,F,2,,,,,,,,90,6636,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Chore - Work,B,34,,,,,,,,65,4089,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Money - Wage,F,3,,,,,,,,88,7500,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Hammer - Chisel,F,4,,,,,,,,89,5407,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Talk - Discussion,F,16,,,,,,,,65,5397,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Stench - Smell,B,37,,,,,,,,78,7156,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,War - Revolution,F,15,,,,,,,,76,6076,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Racket - Ball,B,33,,,,,,,,54,4840,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Latch - Key,B,31,,,,,,,,87,11325,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Sting - Hornet,F,6,,,,,,,,90,4366,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Fish - Tuna,F,20,,,,,,,,65,6303,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Famine - Hunger,B,35,,,,,,,,65,8577,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Pilot - Plane,B,39,,,,,,,,90,3672,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Dog - Paw,F,10,,,,,,,,90,5860,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Enough - Full,B,21,,,,,,,,87,8472,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Bad - Delinquent,F,1,,,,,,,,90,5868,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Clean - Hygiene,F,12,,,,,,,,76,783.59,,,StudyProc7
RL_JOL C,83.5,1,3,BlockProc1,Grab - Take,,2,,,,,,,,,,,,StudyProc2
RL_JOL C,83.5,1,3,BlockProc1,Geese - Goose,,1,,,,,,,,,,,,StudyProc2
RL_JOL C,83.5,1,3,BlockProc1,Catcher - Baseball,,4,,,,,,,,,,,,StudyProc2
RL_JOL C,83.5,1,3,BlockProc1,Trees - Green,,5,,,,,,,,,,,,StudyProc2
RL_JOL C,83.5,1,3,BlockProc1,Friendliness - Nice,,3,,,,,,,,,,,,StudyProc2
RL_JOL C,83.5,1,3,BlockProc1,Chore - ?,,34,,,,,work,3882,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Would - ?,,78,,,,,do,7781,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Stench - ?,,37,,,,,smell,2853,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Racket - ?,,33,,,,,ball,2561,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Business - ?,,67,,,,,job,4890,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Jury - ?,,45,,,,,trial,3429,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Bronze - ?,,69,,,,,brown,5851,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Attire - ?,,38,,,,,work,4271,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Floor - ?,,66,,,,,level,5514,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Latch - ?,,31,,,,,key,2533,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Money - ?,,3,,,,,wage,4023,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Clean - ?,,12,,,,,hygiene,4484,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Liver - ?,,48,,,,,kidney,2799,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Round - ?,,60,,,,,circle,3039,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Dog - ?,,10,,,,,cat,4996,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Riddle - ?,,76,,,,,new,9539,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Sip - ?,,22,,,,,drink,2715,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Enough - ?,,21,,,,,full,3582,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Design - ?,,46,,,,,fashion,7094,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Decision - ?,,57,,,,,final,6825,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Clutter - ?,,61,,,,,messy,4542,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Bar - ?,,47,,,,,grill,2519,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Flower - ?,,19,,,,,orchid,2729,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Woman - ?,,64,,,,,lift,83.547,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Wind - ?,,50,,,,,blow,2372,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Bad - ?,,1,,,,,delinquit,11155,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Bird - ?,,9,,,,,swan,3115,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Rock - ?,,14,,,,,geology,6966,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Accident - ?,,75,,,,,strong,3718,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Sick - ?,,79,,,,,sad,5296,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,War - ?,,15,,,,,revolution,7123,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Fantastic - ?,,30,,,,,great,2900,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Hungry - ?,,63,,,,,mad,7647,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Cheese - ?,,52,,,,,wine,2540,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,End - ?,,49,,,,,begin,3605,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Add - ?,,77,,,,,substract,5364,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Plant - ?,,8,,,,,root,2700,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Child - ?,,59,,,,,children,5543,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Cow - ?,,17,,,,,herd,2624,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Famine - ?,,35,,,,,hunger,4534,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Chili - ?,,32,,,,,hot,1928,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Site - ?,,43,,,,,location,4370,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Waste - ?,,44,,,,,dump,2545,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Vase - ?,,80,,,,,flower,3322,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Foot - ?,,55,,,,,shoe,2668,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Position - ?,,71,,,,,level,2984,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Cave - ?,,23,,,,,dark,2496,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Water - ?,,13,,,,,thirsty,5443,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Future - ?,,56,,,,,past,4304,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Stomach - ?,,2,,,,,digestion,5418,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Assignment - ?,,41,,,,,due,2400,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Lion - ?,,74,,,,,cub,2623,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Hammer - ?,,4,,,,,chisel,5045,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Tuck - ?,,73,,,,,away,2626,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Out - ?,,11,,,,,in,2288,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Attorney - ?,,29,,,,,law,2691,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Bee - ?,,58,,,,,honey,5150,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Card - ?,,18,,,,,credit,3575,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Cold - ?,,7,,,,,bitter,3167,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Car - ?,,72,,,,,happy,3799,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Blaze - ?,,40,,,,,fire,3502,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Salad - ?,,54,,,,,lettuce,3193,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Division - ?,,28,,,,,math,2136,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Seize - ?,,24,,,,,stp,4129,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Sacking - ?,,62,,,,,level,4747,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Sight - ?,,68,,,,,look,2460,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Sting - ?,,6,,,,,hornet,3096,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,News - ?,,5,,,,,editor,3676,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Amount - ?,,42,,,,,money,3119,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Growth - ?,,25,,,,,height,2681,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Drowsy - ?,,36,,,,,sleep,2269,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Belt - ?,,65,,,,,loose,2705,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Word - ?,,26,,,,,puzzle,4387,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Toilet - ?,,53,,,,,bathroom,483.54,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Hand - ?,,70,,,,,work,9384,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Soda - ?,,51,,,,,pop,2999,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Fish - ?,,20,,,,,tuna,2414,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Wasp - ?,,27,,,,,sting,2373,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Talk - ?,,16,,,,,loud,3205,,,,,,recallproc1
RL_JOL C,83.5,1,3,BlockProc1,Pilot - ?,,39,,,,,plane,2275,,,,,,recallproc1
RL_JOL C,83.5,2,3,BlockProc2,Malt - Chocolate,,5,,,,,,,,,,,,StudyProc4
RL_JOL C,83.5,2,3,BlockProc2,Disintegrate - Disappear,,3,,,,,,,,,,,,StudyProc4
RL_JOL C,83.5,2,3,BlockProc2,Essay - Write,,4,,,,,,,,,,,,StudyProc4
RL_JOL C,83.5,2,3,BlockProc2,Sheriff - Police,,1,,,,,,,,,,,,StudyProc4
RL_JOL C,83.5,2,3,BlockProc2,Hide - Scare,,2,,,,,,,,,,,,StudyProc4
RL_JOL C,83.5,2,3,BlockProc2,Fiction - Listen,U,69,,,10,4774,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Charm - Vehicle,U,65,,,54,7062,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Tick - Flea,S,56,,,50,6258,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Tan - Sun,S,60,,,55,4446,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Drink - Water,S,48,,,89,4147,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Steak - Give,U,63,,,10,3924,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Shave - Razor,S,41,,,,94,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Maroon - Justice,U,61,,,0,7745,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Wet - Dry,S,51,,,89,7098,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Clothes - Cake,U,71,,,10,5693,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Obtain - Meat,U,66,,,15,5520,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Seatbelt - Safety,S,52,,,67,4210,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Communication - Phone,S,54,,,87,3880,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Cloth - Stretch,U,62,,,87,5108,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Carbon - Element,S,46,,,76,3614,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Have - Own,S,58,,,76,5005,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Wax - Candle,S,44,,,87,4739,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Hate - Name,U,72,,,25,4524,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Lie - Truth,S,53,,,87,6382,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Ounce - Both,U,77,,,26,4485,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Ground - Earth,S,49,,,76,5016,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Equal - Rights,S,42,,,87,8974,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Bracelet - Wrist,S,45,,,77,3733,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Election - Maze,U,64,,,20,3927,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Away - Gone,S,47,,,87,5673,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Shake - Shell,U,68,,,16,6756,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Joke - Keys,U,70,,,20,5093,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Sign - Loan,U,76,,,89,3872,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Scar - Main,U,80,,,16,4563,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Noise - Loud,S,57,,,65,6340,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Temper - Tantrum,S,59,,,65,7749,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Toil - Lease,U,75,,,25,5565,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Reel - Rod,S,55,,,20,5958,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Able - Crackle,U,67,,,76,6534,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Bang - Fuzzy,U,73,,,10,3991,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Clear - Moat,U,74,,,10,4415,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Morning - Temperature,U,78,,,65,8069,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Jar - Mason,S,43,,,89,4704,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Lonely - Alone,S,50,,,56,5482,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Children - Mirror,U,79,,,10,3701,,,,,,,,StudyProc5
RL_JOL C,83.5,2,3,BlockProc2,Scissors - Shears,B,17,,,,,,,,,,10,9246,StudyProc8
